"","Sens_DR","Spec_DR","Number_recieving_MTC_care","proportion_died_before_discharge","proportion_died_between_discharge_and_1_year","Years_lived","undiscounted_QALYs","discounted_QALYs","undiscounted_Costs","discounted_Costs","proportion_ISS_over_16","proportion_ISS_over_8_under_16"
"1",0.998864926220204,0.0233578243228424,0.9786,0.0279,0.0186,32.5616182632115,26.3801382788043,13.9808524717969,62781.2118372579,36167.8031300915,0.0881,0.1485
"2",0.997729852440409,0.0224805351463976,0.9793,0.0301,0.0177,32.9191274653085,26.4385137340054,13.9668012477815,46500.2223424499,27609.4855308674,0.0881,0.1485
"3",0.997729852440409,0.02566070841101,0.9764,0.0681,0.0189,31.4447857335448,24.8907726274193,13.2041033130919,74449.8538072497,40646.970129533,0.0881,0.1485
"4",0.998864926220204,0.0225901962934532,0.9793,0.0449,0.0187,33.1223166921323,25.7627646308971,13.4852623148759,84317.1023558729,45221.6556491043,0.0881,0.1485
"5",1,0.02566070841101,0.9766,0.0371,0.0167,31.0541704338488,24.6144482631044,13.2407968651765,39232.7406142307,24995.7345059959,0.0881,0.1485
"6",0.997729852440409,0.0214935848228972,0.9802,0.0604,0.0189,32.7993436863183,26.460750548392,13.8439213233111,61648.3471782492,34834.372833657,0.0881,0.1485
"7",0.998864926220204,0.0241254523522316,0.9779,0.0424,0.0181,32.220199644586,25.7028834746495,13.6115735972529,64409.5616067533,36050.0965873122,0.0881,0.1485
"8",0.998864926220204,0.0252220638227876,0.9769,0.0165,0.0183,32.1616239505605,25.8563312701264,13.8064793681893,97544.7302209368,52201.4361501445,0.0881,0.1485
"9",1,0.0237964689110648,0.9783,0.0713,0.0153,31.554462300192,24.7673097864689,13.102318618691,67034.271304298,37686.8494526091,0.0881,0.1485
"10",0.997729852440409,0.0241254523522316,0.9778,0.0436,0.0175,32.5787720077416,25.9619560744134,13.7278280216069,52155.5214944012,30450.7637569865,0.0881,0.1485
"11",0.998864926220204,0.0246737580875096,0.9774,0.0464,0.0174,32.8982018714102,26.1159495164967,13.7191560203593,60247.4203852169,34377.814220787,0.0881,0.1485
"12",0.997729852440409,0.02566070841101,0.9764,0.0762,0.0176,32.0651114107371,25.1957697394759,13.2185729692638,50417.8989132526,29667.9922583521,0.0881,0.1485
"13",0.998864926220204,0.0211646013817305,0.9806,0.0404,0.0154,34.0669587802291,27.1510118088256,14.1241260616567,74175.5648309511,39912.0157954645,0.0881,0.1485
"14",0.997729852440409,0.0254413861168988,0.9766,0.0336,0.0159,34.4014154522756,27.771358905344,14.4236820709922,55210.2110084734,31947.1378857301,0.0881,0.1485
"15",1,0.026209014146288,0.9761,0.0779,0.0147,31.2444133155572,24.8973605077227,13.1970266424083,48597.8041442439,29014.7183638215,0.0881,0.1485
"16",1,0.0239061300581204,0.9782,0.0414,0.017,33.1315873130837,25.9412287718245,13.5787569919297,70245.0622195779,39167.7118758549,0.0881,0.1485
"17",0.998864926220204,0.0216032459699528,0.9802,0.0224,0.0178,32.5833514288844,25.6601571107349,13.600091838605,57946.7284122866,33372.1590989724,0.0881,0.1485
"18",0.998864926220204,0.024015791205176,0.978,0.0263,0.0163,31.4766698887945,25.0463840791958,13.4323242070622,46908.8172778727,28704.2181200289,0.0881,0.1485
"19",0.998864926220204,0.027305625616844,0.975,0.0357,0.018,34.2117999879062,27.1861352700724,14.1185115978928,68942.6189354202,38200.5199964346,0.0881,0.1485
"20",0.997729852440409,0.0231385020287312,0.9787,0.0337,0.017,32.349809044373,25.8143481417476,13.697857096376,43185.2820671715,26363.0329477547,0.0881,0.1485
"21",0.998864926220204,0.0236868077640092,0.9783,0.044,0.0156,32.8199197598899,26.6297594646316,14.0242612508262,69201.9894639323,37973.3867952133,0.0881,0.1485
"22",0.997729852440409,0.0257703695580656,0.9763,0.046,0.0179,31.9793604139017,25.0900783932018,13.2768616684125,59112.0897515312,33800.6302493411,0.0881,0.1485
"23",1,0.0199583287641189,0.9818,0.0309,0.0166,33.3805187875709,26.1509140362703,13.7151128716929,67604.075801283,37415.5796107472,0.0881,0.1485
"24",1,0.0224805351463976,0.9795,0.0807,0.0153,31.4021255113326,24.8692949266466,13.1378519882462,60584.0623174391,33650.1121512985,0.0881,0.1485
"25",0.997729852440409,0.0239061300581204,0.978,0.0723,0.0167,32.33738812231,26.1962624139809,13.754741492733,56459.6299413015,32549.8729955498,0.0881,0.1485
"26",0.998864926220204,0.023467485469898,0.9785,0.0486,0.0153,32.3341027491895,25.3824443516977,13.409670274171,98365.7378514084,52103.3566896492,0.0881,0.1485
"27",0.998864926220204,0.0244544357933984,0.9776,0.0465,0.0182,31.3171461047032,25.0659478486489,13.386022803728,81303.0742621714,44366.4231326905,0.0881,0.1485
"28",1,0.0225901962934532,0.9794,0.0505,0.0157,33.6000075309057,26.2702945463649,13.6756323562241,90302.0533242713,47447.0048614874,0.0881,0.1485
"29",0.996594778660613,0.0233578243228424,0.9784,0.0395,0.0193,33.0003372006065,25.6678360856995,13.4898201031285,73491.7169106833,40334.2397957366,0.0881,0.1485
"30",1,0.0213839236758416,0.9805,0.053,0.0163,32.4879815763484,25.874662214511,13.6234129765139,65837.1989159845,36652.4866101359,0.0881,0.1485
"31",1,0.0242351134992872,0.9779,0.0233,0.0199,34.0573076630888,26.9663806659156,14.0517058103161,50346.7248169618,30236.4949717501,0.0881,0.1485
"32",0.998864926220204,0.0259896918521768,0.9762,0.0914,0.0157,31.8446623562359,24.9660348598608,13.0702064125605,72720.2509426262,39279.2974348529,0.0881,0.1485
