"","Age","Gender","ISS","GCS","Blunt"
"Age",455.688472493095,1.12464810484841,18.7772551280255,-0.844501671928482,0.0552057854831353
"Gender",1.12464810484841,0.243189226028209,-0.248774831999023,0.0377243455055474,0.00415858537969478
"ISS",18.7772551280255,-0.248774831999023,51.9780529755299,-5.80224282651093,-0.0706296849016418
"GCS",-0.844501671928482,0.0377243455055474,-5.80224282651093,3.6375093832721,0.014583131301159
"Blunt",0.0552057854831353,0.00415858537969478,-0.0706296849016418,0.014583131301159,0.017279183323097
