"","sens_28_spec_89","sens_57_spec_80","sens_64_spec_76","sens_70_spec_70","sens_75_spec_66","sens_88_spec_63","sens_90_spec_58","sens_95_spec_19","sens_100_spec_3"
"26",13.4048791805939,13.4078963384599,13.4078963384599,13.409109287728,13.4093530491961,13.409670274171,13.409670274171,13.409670274171,13.409670274171
"27",13.3693994626892,13.3844244369809,13.3846321992043,13.3846321992043,13.3847734369089,13.3858270753057,13.3858270753057,13.3858270753057,13.386022803728
"28",13.6635110917278,13.6697043130115,13.6697043130115,13.6697043130115,13.6715381993476,13.6734185958647,13.6734185958647,13.6756323562241,13.6756323562241
"29",13.4677693820452,13.4755539418574,13.479258491625,13.4803697065201,13.4804157751756,13.4842981081918,13.4856382526683,13.4880021757558,13.4898201031285
"30",13.6154498351669,13.6172733562432,13.6201304209159,13.6203647397895,13.6203647397895,13.622621344611,13.622621344611,13.622621344611,13.6234129765139
"31",14.0216211915067,14.0379788688346,14.0435299092073,14.0443803015842,14.0474107766318,14.0500340811029,14.0500340811029,14.0515702181355,14.0517058103161
"32",13.0527276114417,13.0574090006331,13.0586064668466,13.0633024964134,13.0648726724376,13.0693970754211,13.0693970754211,13.0695385467587,13.0702064125605
"33",13.7745388208786,13.7808097295874,13.7821046254574,13.7827064682234,13.7833970883938,13.78655055383,13.78655055383,13.787016476372,13.7873560325761
"34",13.5537248115828,13.5645882484941,13.5655164015994,13.5678239257889,13.571208985175,13.5750073245062,13.5757109204193,13.5766778339222,13.5776228502937
"35",13.4720682663302,13.4785867353464,13.4794869168881,13.4798594191229,13.4816516173342,13.4880366456394,13.4880366456394,13.4880366456394,13.4880462119549
"36",14.0284117968492,14.0361384221178,14.0372008504177,14.0398438782497,14.0414177859442,14.0421642230673,14.0426923167416,14.0435072682984,14.043645549606
"37",13.629559312865,13.6327538968998,13.6347797986884,13.6366066275256,13.6386823175616,13.640476610425,13.6409477014337,13.6415166091252,13.6415166091252
"38",13.2908031214992,13.2957562730226,13.2983001723299,13.2983001723299,13.2983001723299,13.2996564225775,13.2996564225775,13.2996564225775,13.2997369001159
"39",13.3831503205747,13.3993245988183,13.4015624705926,13.4033137614614,13.4035679978891,13.4077812620191,13.4077812620191,13.4079058170176,13.4084488110019
"40",13.7519660742111,13.7537210035016,13.7537210035016,13.756767538209,13.7599474257784,13.7620327143251,13.762897944953,13.762897944953,13.762897944953
"41",13.6723282297716,13.672977180207,13.6761514019504,13.6761514019504,13.6761514019504,13.6786499914426,13.6786499914426,13.6786499914426,13.6814458683451
"42",13.6607938580401,13.6726543190189,13.6742127820361,13.6746067212414,13.674954900963,13.6806380284101,13.6835603864404,13.685324305701,13.6873483317483
"43",13.461440054707,13.4636420058963,13.4640608637358,13.4641229290041,13.4666069281969,13.4719469898332,13.4719469898332,13.4720185014852,13.4738907702714
"44",13.3683972376249,13.375188792322,13.378063517597,13.3801840071057,13.3808955166041,13.3849913105088,13.3851363521879,13.3868608213218,13.3896236714341
"45",12.8936760992232,12.8957273572031,12.8957386129309,12.8966050404113,12.8973514101076,12.8987835665432,12.898843759342,12.8997175677135,12.9005233853939
"46",13.6450591619158,13.6606673667057,13.6627652147391,13.6662576739604,13.667501162408,13.6679823853251,13.670893850675,13.6721024123302,13.6749031522673
"47",13.662259077303,13.6667211064387,13.6667211064387,13.6668284803425,13.6668284803425,13.6697782824529,13.6697782824529,13.6714921288361,13.6714921288361
"48",13.5610846198368,13.5667838355762,13.5696294237461,13.5715622255071,13.5715622255071,13.5748754038809,13.5753671948299,13.5765085394931,13.5785389097011
"49",13.5894378782243,13.5981452691768,13.6008868141877,13.6029239089215,13.6038538920722,13.6100898107128,13.6100898107128,13.6130437739171,13.6142867148748
"50",14.0672572189329,14.0716794738705,14.0724477653696,14.0724477653696,14.0729665416928,14.0737016067225,14.0737016067225,14.0737016067225,14.077110230116
"51",13.9787646369187,13.9848239773368,13.9850985432117,13.9856368253595,13.9868855606113,13.9923921845897,13.9924615565236,13.9924615565236,13.9960954728163
"52",13.7717026644269,13.7807680976139,13.7832919863445,13.7868479396335,13.7868479396335,13.7916259827673,13.7916259827673,13.7929402978383,13.793041445293
"53",13.7644757687216,13.7755952257854,13.7790910385509,13.7796165825804,13.7810547208629,13.7879471441539,13.7879471441539,13.78826822767,13.7915055723865
"54",13.6023521415573,13.608137193711,13.6096112806663,13.6109742083452,13.6112714196148,13.6123310271383,13.6137869899581,13.6146057615148,13.6171269910865
"55",13.3753013834033,13.3810455038825,13.3810455038825,13.3812043011684,13.3812715186868,13.3828718199217,13.3828718199217,13.3831295216073,13.3831295216073
"56",13.7792324266068,13.7870565147809,13.7886915354936,13.7906661383588,13.7934056850586,13.7955057060102,13.7955728608463,13.7964102789371,13.7971241521387
"57",13.7982535296607,13.8046678489823,13.8131389009983,13.8163934659633,13.8172559782319,13.819041165794,13.82113893494,13.8252695632368,13.8317980043011
"58",13.1734251595895,13.1865874349325,13.1872779539332,13.1890220427287,13.1947683971999,13.1970078013827,13.1971750366692,13.1989180387564,13.2013684064692
"59",13.8894585147961,13.8948395501051,13.8967632635048,13.8979745539049,13.8979745539049,13.8991642469152,13.8999666680333,13.9002638915206,13.9017582526005
"60",13.8923703043011,13.9044825512663,13.9060267447992,13.9105000803838,13.9120922626165,13.9140898863687,13.9142559407544,13.9150119263748,13.9167017754305
"61",13.4076742321629,13.4185027148274,13.4188109528331,13.4203860658919,13.4211823898227,13.4266404053171,13.4266404053171,13.428248558064,13.428805123887
"62",13.3876699923253,13.3935912047095,13.3970679150013,13.3977189053283,13.399220039697,13.402044053582,13.402044053582,13.4021185560077,13.405937125695
"63",13.3960104835662,13.3936345894325,13.3963829548707,13.3931653625325,13.3931653625325,13.3941942358489,13.3942503721679,13.3936435522403,13.3936304873944
"64",13.8389344783688,13.848502759451,13.849790307895,13.8531476722992,13.8556790943968,13.8627378723367,13.8646680742896,13.8664483411256,13.8684258324384
"65",13.3864622336713,13.394044999181,13.3951829179616,13.3952751183963,13.3952751183963,13.3974326183278,13.3974326183278,13.3997964915842,13.3997964915842
"66",13.3093839878511,13.3108690846402,13.3126147022904,13.3142359105479,13.3154284483951,13.317764588771,13.3180212381298,13.3204472136607,13.3216004667387
"67",13.5801723087306,13.5902246087833,13.5925255608613,13.5941913478232,13.5956661115732,13.6010056358672,13.6023502298895,13.6043620711384,13.6058478319409
"68",13.6580009199544,13.6615812574194,13.6624726089705,13.6624726089705,13.6624726089705,13.6661513249826,13.6661513249826,13.6661513249826,13.6661513249826
"69",13.8001999790833,13.8122285265311,13.8123085387769,13.8133131812778,13.814107293647,13.8202272750555,13.8208561590328,13.822514185436,13.8233958537671
"70",13.7853740254783,13.7912103212236,13.7922149718735,13.7928582234345,13.7931405623338,13.7980393617726,13.7987625075325,13.8013455781973,13.8013455781973
"71",13.8353435303438,13.8382729032744,13.8382729032744,13.8389017099257,13.8389017099257,13.8423134552836,13.8423134552836,13.8441579891245,13.8441579891245
"72",13.6060383112295,13.6092388141972,13.6103512406968,13.6103512406968,13.607592287231,13.6112180393146,13.6112180393146,13.6112180393146,13.612775210705
"73",13.5026501711066,13.5070261064425,13.508401897892,13.5087662868766,13.5118532196212,13.5123662766915,13.5142235494535,13.5170586780403,13.5189274275715
"74",13.9694931279364,13.972193157376,13.972193157376,13.9722757359334,13.9769168421909,13.9787468184904,13.9790902506902,13.9807768820463,13.9831540112335
"75",12.7731522051856,12.782840369264,12.7847018366578,12.7854824728632,12.7915781957848,12.797003033657,12.7975570880828,12.7984135922914,12.7999415780228
"76",13.9460031540163,13.9476028837529,13.9488700513233,13.9501637353343,13.9515055873478,13.9515978130302,13.9525458502,13.9525458502,13.9527588185753
"77",13.4413006706321,13.4568821587613,13.4585896386094,13.4602303324835,13.4611148599368,13.4699306376601,13.4711973951095,13.474011859542,13.4787631827961
"78",13.404231757857,13.4076721121849,13.4095672974842,13.4099165596665,13.4108510688156,13.4158896429213,13.4158896429213,13.4167429202687,13.4172877105077
"79",13.6896420216153,13.7054885843321,13.707086497137,13.708695332066,13.7122650426593,13.7163054832169,13.7165079018787,13.7172456123517,13.7203686064018
"80",13.4294951581382,13.4428106383506,13.4441645708143,13.4457510990167,13.4481357920588,13.4520141713945,13.4520141713945,13.4561956284579,13.459471727648
"81",13.7101339149937,13.7184815963644,13.7196971520819,13.7209636322359,13.7209636322359,13.7278922091836,13.7293419679611,13.7298851157748,13.7299668613541
"82",13.8918352750583,13.9016486733135,13.9016486733135,13.9016486733135,13.9016690383714,13.9048497064831,13.9048497064831,13.9048497064831,13.9048497064831
"83",13.9876344978854,13.9890875415814,13.9915500216146,13.9916949370487,13.991893051866,13.9935353166316,13.9937100175536,13.9938099233742,13.9938099233742
"84",13.8255727047285,13.8317751955348,13.8333734862904,13.835335998502,13.8369459787759,13.8398835577216,13.8398835577216,13.8426521315231,13.8426521315231
"85",14.2736301668588,14.280365923102,14.280365923102,14.280365923102,14.2814928696105,14.2829708115721,14.2829708115721,14.2846050833634,14.2858265435143
"86",12.3118875712721,12.3179352656278,12.3211317606925,12.3211317606925,12.3211317606925,12.3257129055052,12.3262731757276,12.327884144641,12.330570286832
"87",12.6316156499085,12.6364661303277,12.6372870970151,12.6372870970151,12.6372870970151,12.639743144059,12.639743144059,12.6414156004042,12.6434566563306
"88",13.6507652234462,13.6607729418582,13.6622611870791,13.6622611870791,13.6622611870791,13.6636086470399,13.6636086470399,13.6636086470399,13.66513521874
"89",14.0035635629958,14.0068105444833,14.0068105444833,14.0071651885884,14.0072548942425,14.0121020759425,14.0129541723593,14.013105146361,14.0152070920206
"90",13.287890969515,13.2939069348857,13.2955109512296,13.2973820335388,13.2992742791939,13.3049573854945,13.3055555333054,13.3056051243044,13.3056561594702
"91",13.4048685557719,13.4217052798295,13.4265584550899,13.4266488853318,13.4303606245779,13.4349513243366,13.4349513243366,13.439179892598,13.4404486914558
"92",13.5724209220611,13.5806946924593,13.5806946924593,13.5832048800038,13.5858495698384,13.5884708637045,13.5884708637045,13.5890593899776,13.5894855801171
"93",12.9513026318736,12.9537030209203,12.9556039932856,12.9560973514779,12.9566601571706,12.9589615456518,12.9589615456518,12.960103444422,12.960103444422
"94",14.1920269448384,14.1932406341967,14.1983233390157,14.1983233390157,14.1994071288529,14.2015678158079,14.2015678158079,14.2015678158079,14.2015678158079
"95",13.0866412481619,13.0883018677151,13.0883470207803,13.0890431456132,13.0905530999938,13.0915925592754,13.0915925592754,13.0923349758137,13.0923349758137
"96",13.4137501085845,13.4186186090998,13.4200564930458,13.4209864032603,13.4215127486806,13.4250385353534,13.4250385353534,13.4271801172451,13.4287797716265
"97",13.5160736453737,13.5253882874158,13.5277471866649,13.5300676988662,13.5313367794297,13.5373251057801,13.5373251057801,13.5373251057801,13.5374321429302
"98",13.947429371102,13.9489639277143,13.9489639277143,13.9489639277143,13.9489639277143,13.95011620679,13.95011620679,13.95011620679,13.95011620679
"99",14.0884074488568,14.0970640721626,14.0998087031273,14.1026791306728,14.1068810009259,14.1096692934047,14.1096692934047,14.1096692934047,14.1137928998463
"100",13.6519276049369,13.6585789943424,13.6598635134371,13.6600025055734,13.6623172007981,13.667018572222,13.6706605482119,13.6724030509558,13.6737759883338
"101",13.3103004566276,13.3149044431536,13.315879208425,13.3174708606103,13.3180131180846,13.3186947190343,13.3186947190343,13.3186947190343,13.3192362627438
"102",13.884422109649,13.8895918653371,13.8923696261319,13.8941989492134,13.8960678427409,13.8963720159489,13.8968799029643,13.8968799029643,13.8971485954238
"103",13.6218510904003,13.6262994200989,13.6292992447074,13.6310216927924,13.6310216927924,13.6320969171525,13.6320969171525,13.6320969171525,13.6325344156922
"104",13.7649588601873,13.7706304163475,13.7737892938757,13.7749461184545,13.7749461184545,13.780761846933,13.780761846933,13.785169575466,13.785169575466
"105",13.6287063750866,13.62905338411,13.6292171293896,13.6293849807428,13.6299683189197,13.6304611598553,13.6320549025694,13.6335347063442,13.6335347063442
"106",13.9006079106649,13.9079853984664,13.9110957205341,13.9153427049261,13.9155796306148,13.9190578493166,13.9192328508501,13.9218085761666,13.9225087418206
"107",12.7228352028876,12.7253364682489,12.7254656798692,12.7254656798692,12.7257399142391,12.7266087705714,12.7266087705714,12.7295178051295,12.7308622691556
"108",13.3756892580892,13.3869813148671,13.3888654188705,13.3905590939135,13.392435200215,13.398507603359,13.3989644352394,13.4031908562809,13.4046866163905
"109",13.8235969151087,13.8307516185203,13.8309331131694,13.8325182608015,13.8325182608015,13.8348586991092,13.8348586991092,13.8352349803878,13.8352349803878
"110",14.1915254179572,14.1960057993734,14.1980531800678,14.2009505989618,14.2053274167241,14.2068534219477,14.2084407099231,14.2110884773999,14.2126092720086
"111",13.6195435560768,13.6262315602629,13.6298247521988,13.6333471282896,13.6349656219903,13.6362372842188,13.6363298022928,13.6368092284257,13.6383218983713
"112",13.869364123848,13.8824937945918,13.8849879717418,13.88878589071,13.88878589071,13.8918963978996,13.8918963978996,13.8918963978996,13.8932006788894
"113",14.0930075567614,14.0975612034129,14.0978272505076,14.0978272505076,14.0984566275216,14.0987236134272,14.1002385758913,14.1002385758913,14.1027773210603
"114",13.8710818166045,13.8773815113639,13.8808261845162,13.8843681947996,13.8852830105395,13.8853840591464,13.8853840591464,13.8853840591464,13.8865938003997
"115",14.3078910292788,14.3129076649785,14.3157058484457,14.3157937313117,14.3162713979298,14.3187180625188,14.3187180625188,14.3193148421509,14.3198503598757
"116",12.9002770812596,12.9045385125013,12.9070945467116,12.9073607964696,12.9091128499178,12.9117981949651,12.9118473660797,12.9131266060528,12.9143900715713
"117",13.805648421425,13.8074104146447,13.8104912582365,13.810746727519,13.8125787018868,13.8139893818732,13.8139893818732,13.8169405813555,13.8170924816022
"118",14.1583271517695,14.1645671123694,14.1670901548951,14.1685060200016,14.1701068535691,14.1726011105592,14.1731805547937,14.1744907940128,14.1749024495693
"119",14.170898693381,14.1746829738143,14.1746829738143,14.1751233049057,14.176199671121,14.1786974125797,14.1802384845808,14.1802384845808,14.1803940687343
"120",13.4026557757098,13.4131104904215,13.4160299678289,13.4176534433356,13.4185860556556,13.4215960233936,13.4215960233936,13.4269036743189,13.4288251966679
"121",13.5525537562324,13.5642343569974,13.5692447545186,13.5702739247449,13.5709264040488,13.5785426556617,13.5788024069094,13.5818822725509,13.5829406086635
"122",13.884845783178,13.8956729577345,13.8975649198078,13.8975649198078,13.8975649198078,13.9026326668406,13.9026326668406,13.902865742016,13.902865742016
"123",14.0213661061365,14.0233159105623,14.0233159105623,14.0233159105623,14.0233159105623,14.0244424197673,14.0244424197673,14.0252948573093,14.0252948573093
"124",13.8733857932976,13.8774090043266,13.8797989506796,13.8806901695912,13.8835960390169,13.8847610739236,13.886474640961,13.8865975682467,13.8868090733713
"125",13.7269576240316,13.7368603040272,13.7405228135759,13.742348585915,13.7426962905791,13.7460605875827,13.7460605875827,13.7468554600993,13.7471193043995
"126",13.7177624268417,13.7302167665195,13.7302167665195,13.7309779669139,13.7312258632099,13.7360097266809,13.7360097266809,13.7378475494454,13.7396989207754
"127",13.8544617029997,13.8701000963412,13.8736884937537,13.8752261657218,13.8771301935607,13.8859027431098,13.8860083163973,13.8878669519632,13.8901987289965
"128",13.8369561944546,13.8455503212852,13.8457311725237,13.8467717306677,13.8491717175278,13.8548515989333,13.8549724799796,13.8574977586228,13.864826893116
"129",13.3360111891935,13.3483736344694,13.3546238751694,13.3566927950483,13.3567917911047,13.3598966318471,13.3611324727464,13.363211404909,13.3672070501731
"130",14.301840502558,14.3040307346173,14.3041730453165,14.3040935707261,14.3040935707261,14.3078439940569,14.3078439940569,14.3110328540026,14.3141320723952
"131",12.6730946842772,12.6807692293665,12.6807692293665,12.6816266895772,12.6845217921727,12.6865979330828,12.6870357516448,12.6870357516448,12.6882764623214
"132",14.3008163474933,14.3013700002206,14.3027169650257,14.3045900769855,14.304920885108,14.3096312274323,14.3096312274323,14.3110090552442,14.3110090552442
"133",13.7285656604733,13.7360556638713,13.7360556638713,13.7392922888698,13.7392922888698,13.7395647060293,13.7433832244488,13.7433832244488,13.7468103903016
"134",12.4557350993389,12.464650707684,12.4680094075837,12.4704440549235,12.4741183115449,12.4753112040862,12.4775683803368,12.4820559575735,12.4822739282661
"135",13.3673235212552,13.3736340601187,13.3736340601187,13.3754072631074,13.3765658506466,13.3795517836884,13.3808973427399,13.3812359574017,13.3823515608623
"136",13.7917047283466,13.7958517419079,13.7961258529818,13.796652784171,13.7985739270228,13.802064101418,13.8055639374491,13.8084387604287,13.8094204973529
"137",13.2214281842849,13.2336904255638,13.2374406398768,13.2426511315209,13.2448201324061,13.2581225347829,13.2608626429136,13.2652578868115,13.2660382189035
"138",13.7868958284651,13.7895788240942,13.7932555912268,13.7934236880519,13.7943990202084,13.7981780644743,13.7981811160571,13.7984157612254,13.7984157612254
"139",12.4986115020386,12.5139104227176,12.5167197424857,12.5219802737931,12.5236993653207,12.5272199235266,12.5272903944739,12.5289937451125,12.5294870755612
"140",14.005977296674,14.0159575339807,14.0202290088979,14.0255416845149,14.0279167739022,14.0315755515621,14.0344892354093,14.0347026043788,14.0385426886241
"141",13.9381294357841,13.9441985241958,13.9488045195103,13.9510566162384,13.9525744347938,13.9548452218344,13.9548452218344,13.9565389501844,13.9612528509793
"142",13.6631315977265,13.6679275167758,13.6720240298194,13.6725180929709,13.6725180929709,13.6734801807786,13.6734801807786,13.6761269096717,13.6761269096717
"143",13.7172542996623,13.7212525200465,13.7212525200465,13.7227322861806,13.7238287446226,13.7247082360654,13.7256337941991,13.7256337941991,13.725884819732
"144",13.8693098207358,13.8832977279754,13.8865916247596,13.8889471394635,13.8889471394635,13.8916936635394,13.8916936635394,13.894239492083,13.8955026056828
"145",13.613713626825,13.61954788873,13.6198658979025,13.6212019433583,13.6212019433583,13.625067634049,13.6265472066395,13.6272299842844,13.6283715909105
"146",13.7947007011103,13.8014107387326,13.8023538686601,13.8023538686601,13.8031048220773,13.8037645930644,13.8037645930644,13.8037645930644,13.8038774947912
"147",13.7373222136906,13.7402374031177,13.7402374031177,13.7402374031177,13.7402374031177,13.7402374031177,13.7402374031177,13.7402374031177,13.7402374031177
"148",13.7508210908598,13.7573053508317,13.7596635009921,13.7627658673917,13.7627658673917,13.7688814125115,13.7692453254684,13.771332143098,13.7735660229591
"149",13.1353584705682,13.1408720180116,13.1418329047568,13.1431149754347,13.1442309094656,13.1469679054159,13.1469679054159,13.1484374697439,13.1505447640419
"150",13.5578227699991,13.570699572067,13.5726626020216,13.5726626020216,13.5741024753443,13.5761576777879,13.5762354391212,13.5762354391212,13.5771038078755
"151",13.285110685358,13.2882204154805,13.2882204154805,13.2882204154805,13.288377025686,13.288377025686,13.2884135298921,13.2884135298921,13.2884135298921
"152",13.6900089039379,13.6961816779216,13.6979388370422,13.6987443306278,13.704807754439,13.7066127348668,13.7085718486145,13.7091295675309,13.7091295675309
"153",13.2693562144572,13.2759726644372,13.2759726644372,13.2759726644372,13.2770045314668,13.2799793283794,13.2810740401544,13.2812894215585,13.2815167446813
"154",13.98261209356,13.9885505498982,13.9922027472399,13.9939370992814,13.9947339022993,13.9948377234384,13.9949666529294,13.9950960449561,13.9950960449561
"155",13.5040279959659,13.5094932621013,13.5114535099045,13.51248519472,13.5168222732949,13.5175511388908,13.5182275842896,13.5186742491943,13.5202772406327
"156",13.4824445405846,13.4860354498362,13.4873020250838,13.4873020250838,13.4901743741516,13.4914611981482,13.4914611981482,13.4923458305592,13.4931976255509
"157",14.1858391156595,14.1934956239266,14.1934956239266,14.1959031507771,14.1990524759135,14.2029199649172,14.2029199649172,14.2049323821192,14.2058943869107
"158",13.8005789655478,13.8060388996269,13.8067063125506,13.8071192557471,13.8104862369153,13.8137278634237,13.8137278634237,13.8140183646056,13.8159046314345
"159",13.6953283081098,13.698080679118,13.698080679118,13.6996263247551,13.6996263247551,13.7014243325301,13.7014243325301,13.701518812407,13.7016221770603
"160",13.23826690102,13.2391196294979,13.2391196294979,13.2391196294979,13.2391196294979,13.2400283688366,13.2400283688366,13.2415543652889,13.244030299489
"161",13.7622042431665,13.7669767665789,13.767520782587,13.767520782587,13.7705142303789,13.7713688475125,13.7713688475125,13.7728824850524,13.7729710615724
"162",13.4461084072381,13.4509151730709,13.4509151730709,13.4509151730709,13.451442832217,13.451442832217,13.451442832217,13.451442832217,13.451442832217
"163",13.4109676458255,13.4155203727179,13.4155203727179,13.4165066774756,13.4165066774756,13.4177030713266,13.4177030713266,13.4190713464073,13.4190713464073
"164",13.8823219867869,13.8866985432045,13.8866985432045,13.8882135085981,13.8882135085981,13.8883899461381,13.8887861792611,13.8887861792611,13.8901434297945
"165",13.943668201919,13.9516844767408,13.9516844767408,13.9516844767408,13.9548501370597,13.9575962257158,13.9589296916441,13.9618970104987,13.9632724044675
"166",12.290892051759,12.2968885998587,12.2970004146202,12.297727456938,12.3014927226493,12.3021634212366,12.3021634212366,12.3021634212366,12.3029539471773
"167",12.8186746961558,12.8312676690623,12.8336807488356,12.8336807488356,12.8337487691421,12.8400750649556,12.8429090256035,12.8447137852632,12.8447137852632
"168",13.8128481562973,13.8164169959535,13.8176778143364,13.8189312836573,13.8213663635299,13.8237462329412,13.8237462329412,13.8237462329412,13.8256525238829
"169",13.4373498337117,13.4420349145685,13.4420349145685,13.4420349145685,13.4436867334775,13.4450721212853,13.4457291006051,13.4460348644443,13.4466760155445
"170",13.876852709996,13.8806716763573,13.8822173224822,13.8834234401833,13.8837408585995,13.8849017608243,13.8849017608243,13.8849017608243,13.8858751155283
"171",13.9663693876482,13.969397590962,13.969397590962,13.969397590962,13.974194285114,13.9778436848313,13.9792239910499,13.9800352434757,13.9800352434757
"172",13.8899468247935,13.8923445648694,13.8941354339073,13.8957614752228,13.8986573793725,13.8986573793725,13.8986573793725,13.8988552910511,13.8989412166809
"173",13.8776160786027,13.8807063046339,13.8807063046339,13.8807063046339,13.8807063046339,13.8819810577038,13.8819810577038,13.8819810577038,13.8828461724787
"174",12.9913033548875,13.000335261682,13.0056121493243,13.009516489372,13.0101603546764,13.0141501002307,13.0161439116024,13.0165155455389,13.0172736526528
"175",12.9110820162331,12.9180948263444,12.9242105626512,12.9280279479117,12.9303799974708,12.9331476865616,12.9340922641583,12.9340922641583,12.9359937972514
"176",13.681506181614,13.6860964638575,13.6871747381113,13.6871747381113,13.6890555573606,13.6916324013372,13.692203911956,13.692203911956,13.6943971889225
"177",13.6992058426468,13.7072939499082,13.7135894704844,13.7135894704844,13.7152500914418,13.7153278496066,13.7164901514753,13.7166196803373,13.7183866862682
"178",14.1883850228646,14.1963943786422,14.197583747042,14.1976592573989,14.1994154770664,14.2025613947536,14.2048433787827,14.2048433787827,14.206016068617
"179",13.3478981526631,13.3495836400203,13.3510107954933,13.3510107954933,13.3510107954933,13.3516769752745,13.3516769752745,13.3516769752745,13.3518167201596
"180",13.5953362293975,13.6007957257144,13.6025654055988,13.6025654055988,13.603851727879,13.6049179153043,13.6049179153043,13.6049179153043,13.6049179153043
"181",14.1445317703338,14.1515091596843,14.1525691072129,14.1545152713064,14.1569886490485,14.1593352523693,14.1593352523693,14.1621675075488,14.1622351128364
"182",13.4397066635933,13.4473219646269,13.4544812427863,13.4544812427863,13.4552868115851,13.4572733302288,13.4572733302288,13.4583464476623,13.4588439812258
"183",13.9404745083173,13.9500284946481,13.9533881821129,13.9557682741309,13.9569407273233,13.9587042165626,13.9587042165626,13.9596937872206,13.9626980976295
"184",13.6300201076181,13.6351453771747,13.6412946474334,13.6417323199301,13.6439751577111,13.6480560099171,13.6480560099171,13.6516869463753,13.6519974177948
"185",13.7818072911601,13.7884717931596,13.7886613183686,13.788763602281,13.788763602281,13.7916334224175,13.7916334224175,13.7919794415336,13.7919794415336
"186",13.7915634469347,13.7930130979961,13.7930130979961,13.7948412061161,13.7948412061161,13.7980706952142,13.7980706952142,13.7994376519048,13.7994376519048
