"","Sens_DR","Spec_DR","Number_recieving_MTC_care","proportion_died_before_discharge","proportion_died_between_discharge_and_1_year","Years_lived","undiscounted_QALYs","discounted_QALYs","undiscounted_Costs","discounted_Costs","proportion_ISS_over_16","proportion_ISS_over_8_under_16"
"1",0.967082860385925,0.178418686259458,0.8344,0.028,0.0186,32.5612840003756,26.379904311344,13.9806315562283,62727.8003980746,36116.3915821893,0.0881,0.1485
"2",0.968217934165721,0.176225463318346,0.8365,0.0302,0.0178,32.9137583531941,26.4344829196791,13.9645239801894,46424.685477764,27554.4943399995,0.0881,0.1485
"3",0.960272417707151,0.186423949994517,0.8265,0.0683,0.019,31.4391939312841,24.8871100955438,13.201667306534,74336.7736745619,40560.8372532138,0.0881,0.1485
"4",0.962542565266742,0.174799868406624,0.8373,0.045,0.0187,33.1185707575662,25.7603625699906,13.4838897446876,84238.9784965229,45161.5362359803,0.0881,0.1485
"5",0.964812712826334,0.181379537229959,0.8315,0.0371,0.0167,31.0541704338488,24.6144482631044,13.2407968651765,39191.9553578246,24954.9492495897,0.0881,0.1485
"6",0.962542565266742,0.169536133347955,0.8421,0.0604,0.0189,32.7993436863183,26.460750548392,13.8439213233111,61608.4657476228,34794.4914030306,0.0881,0.1485
"7",0.967082860385925,0.176225463318346,0.8364,0.0427,0.0183,32.2131252616383,25.6978832389901,13.6085402206391,64292.1229383178,35963.3045588351,0.0881,0.1485
"8",0.963677639046538,0.180721570347626,0.832,0.0165,0.0183,32.1616239505605,25.8563312701264,13.8064793681893,97502.5236657015,52159.2295949093,0.0881,0.1485
"9",0.973893303064699,0.181927842965237,0.8318,0.0714,0.0153,31.5543194775233,24.7672395493056,13.1022501904034,66988.780703251,37642.9279522412,0.0881,0.1485
"10",0.945516458569807,0.18335343787696,0.828,0.0436,0.0175,32.5787720077416,25.9619560744134,13.7278280216069,52113.289243697,30408.5315062823,0.0881,0.1485
"11",0.968217934165721,0.174909529553679,0.8377,0.0464,0.0174,32.8982018714102,26.1159495164967,13.7191560203593,60210.9985420652,34341.3923776353,0.0881,0.1485
"12",0.955732122587968,0.183024454435793,0.8292,0.0766,0.0176,32.0566534408012,25.1900801895477,13.2155236788528,50278.8902738467,29577.984879981,0.0881,0.1485
"13",0.964812712826334,0.172825967759623,0.8393,0.0406,0.0154,34.0667579177904,27.150875841835,14.1239926711145,74129.4458148722,39867.4161959585,0.0881,0.1485
"14",0.964812712826334,0.182476148700515,0.8305,0.0336,0.016,34.3965908296253,27.7673403944642,14.42169286051,55124.3267932002,31886.0851470602,0.0881,0.1485
"15",0.952326901248581,0.183792082465183,0.8282,0.0782,0.0146,31.2416782884062,24.8954893750124,13.1955412456752,48519.8546925753,28944.4110471215,0.0881,0.1485
"16",0.976163450624291,0.174580546112512,0.8387,0.0416,0.017,33.126989617864,25.9381231909523,13.5768257189919,70159.039354661,39100.4375191585,0.0881,0.1485
"17",0.972758229284904,0.173483934641956,0.8394,0.0224,0.0178,32.5833514288844,25.6601571107349,13.600091838605,57908.5970659915,33334.0277526774,0.0881,0.1485
"18",0.961407491486947,0.178747669700625,0.8336,0.0264,0.0163,31.4765433069063,25.0463090380525,13.4322508188647,46863.1974921061,28659.9256870175,0.0881,0.1485
"19",0.967082860385925,0.184011404759294,0.8293,0.0357,0.018,34.2117999879062,27.1861352700724,14.1185115978928,68904.3665946701,38162.2676556846,0.0881,0.1485
"20",0.955732122587968,0.17589647987718,0.8357,0.034,0.0171,32.3445317001795,25.810636571503,13.6955598556594,43089.8345316236,26287.8109940544,0.0881,0.1485
"21",0.969353007945516,0.176773769053624,0.8361,0.0441,0.0157,32.8144183348003,26.6251950857679,14.0219541968118,69122.2326819243,37914.0669649302,0.0881,0.1485
"22",0.964812712826334,0.176664107906569,0.8358,0.046,0.0179,31.9793604139017,25.0900783932018,13.2768616684125,59072.2370383368,33760.7775361467,0.0881,0.1485
"23",0.969353007945516,0.175348174141902,0.8374,0.0309,0.0166,33.3805187875709,26.1509140362703,13.7151128716929,67560.3823701504,37371.8861796146,0.0881,0.1485
"24",0.968217934165721,0.177760719377125,0.8351,0.0807,0.0153,31.4021255113326,24.8692949266466,13.1378519882462,60543.153686027,33609.2035198864,0.0881,0.1485
"25",0.959137343927355,0.176006141024235,0.8359,0.0726,0.0167,32.3348334164378,26.1944052668312,13.7532643644309,56375.5136051177,32477.3131706133,0.0881,0.1485
"26",0.968217934165721,0.174690207259568,0.8379,0.0486,0.0153,32.3341027491895,25.3824443516977,13.409670274171,98322.1460852406,52059.7649234815,0.0881,0.1485
"27",0.977298524404086,0.179405636582959,0.8344,0.0466,0.0182,31.3168145830957,25.0657403102304,13.3858270753057,81253.5004371886,44318.6296422643,0.0881,0.1485
"28",0.961407491486947,0.174361223818401,0.8376,0.0505,0.0157,33.6000075309057,26.2702945463649,13.6756323562241,90265.498204588,47410.4497418041,0.0881,0.1485
"29",0.967082860385925,0.176554446759513,0.8361,0.0397,0.0193,32.9960117676783,25.6652394898724,13.4880021757558,73388.6229388312,40251.7479169325,0.0881,0.1485
"30",0.967082860385925,0.177760719377125,0.835,0.0531,0.0164,32.486525449738,25.8737031836546,13.622621344611,65772.2014557622,36592.1658625816,0.0881,0.1485
"31",0.964812712826334,0.177431735935958,0.8351,0.0235,0.0198,34.0570755421317,26.9662395263178,14.0515702181355,50296.8164458056,30188.2631952834,0.0881,0.1485
"32",0.960272417707151,0.182585809847571,0.83,0.0916,0.0157,31.8433778107818,24.9652557402208,13.0695385467587,72658.4298623494,39221.1986430222,0.0881,0.1485
