,LAS_sens_nonElderly,LAS_spec_nonElderly,MATTS_sens_nonElderly,MATTS_spec_nonElderly,WMAS_sens_nonElderly,WMAS_spec_nonElderly,YAS_sens_nonElderly,YAS_spec_nonElderly,SWAST_sens_nonElderly,SWAST_spec_nonElderly,LAS_sens_Elderly,LAS_spec_Elderly,MATTS_sens_Elderly,MATTS_spec_Elderly,WMAS_sens_Elderly,WMAS_spec_Elderly,YAS_sens_Elderly,YAS_spec_Elderly,SWAST_sens_Elderly,SWAST_spec_Elderly
521,0.670184697,0.825515947,0.493403694,0.92120075,0.575197889,0.842401501,0.593667546,0.825515947,0.408970976,0.917448405,0.456043956,0.884174312,0.277472527,0.96559633,0.406593407,0.902522936,0.43956044,0.884174312,0.228021978,0.955275229
522,0.645728643,0.811284047,0.459798995,0.929961089,0.572864322,0.854085603,0.560301508,0.811284047,0.399497487,0.929961089,0.463022508,0.898378378,0.260450161,0.975135135,0.389067524,0.913513514,0.450160772,0.898378378,0.263665595,0.965405405
523,0.639118457,0.837887067,0.443526171,0.932604736,0.575757576,0.876138434,0.573002755,0.837887067,0.391184573,0.952641166,0.38700565,0.870748299,0.211864407,0.962585034,0.316384181,0.887755102,0.36440678,0.870748299,0.206214689,0.958049887
524,0.693069307,0.838582677,0.512376238,0.921259843,0.608910891,0.850393701,0.626237624,0.838582677,0.425742574,0.946850394,0.420731707,0.884361233,0.25,0.970264317,0.359756098,0.908590308,0.411585366,0.884361233,0.243902439,0.962555066
525,0.657568238,0.842829077,0.511166253,0.931237721,0.59057072,0.844793713,0.58808933,0.842829077,0.434243176,0.941060904,0.436507937,0.870629371,0.28042328,0.968531469,0.373015873,0.877622378,0.415343915,0.870629371,0.261904762,0.954545455
526,0.673521851,0.835564054,0.503856041,0.917782027,0.606683805,0.856596558,0.627249357,0.835564054,0.452442159,0.936902486,0.399433428,0.88788222,0.252124646,0.970554926,0.348441926,0.901472254,0.385269122,0.88788222,0.235127479,0.959229898
527,0.648854962,0.832369942,0.48346056,0.936416185,0.582697201,0.867052023,0.567430025,0.832369942,0.452926209,0.944123314,0.393258427,0.903409091,0.247191011,0.975,0.325842697,0.922727273,0.379213483,0.903409091,0.230337079,0.965909091
528,0.651041667,0.852272727,0.463541667,0.948863636,0.588541667,0.892045455,0.5859375,0.852272727,0.4296875,0.960227273,0.415730337,0.895454545,0.247191011,0.973863636,0.303370787,0.898863636,0.404494382,0.895454545,0.213483146,0.961363636
529,0.688836105,0.82892057,0.505938242,0.942973523,0.572446556,0.855397149,0.593824228,0.82892057,0.441805226,0.949083503,0.427374302,0.876993166,0.259776536,0.965831435,0.349162011,0.89977221,0.421787709,0.876993166,0.229050279,0.963553531
530,0.664921466,0.866037736,0.507853403,0.949056604,0.583769634,0.890566038,0.57591623,0.866037736,0.431937173,0.947169811,0.480446927,0.884965831,0.310055866,0.964692483,0.391061453,0.892938497,0.460893855,0.884965831,0.273743017,0.952164009
531,0.696569921,0.82739212,0.527704485,0.936210131,0.633245383,0.861163227,0.635883905,0.82739212,0.472295515,0.945590994,0.414556962,0.898913043,0.253164557,0.976086957,0.310126582,0.909782609,0.411392405,0.898913043,0.256329114,0.970652174
532,0.715053763,0.811111111,0.537634409,0.903703704,0.586021505,0.842592593,0.629032258,0.811111111,0.459677419,0.927777778,0.430939227,0.889016018,0.259668508,0.967963387,0.386740331,0.902745995,0.417127072,0.889016018,0.262430939,0.95423341
533,0.689922481,0.803809524,0.483204134,0.908571429,0.61498708,0.845714286,0.635658915,0.803809524,0.42377261,0.918095238,0.447154472,0.867358708,0.249322493,0.960784314,0.357723577,0.904267589,0.430894309,0.867358708,0.238482385,0.949250288
534,0.655860349,0.831702544,0.476309227,0.923679061,0.573566085,0.864970646,0.586034913,0.831702544,0.406483791,0.947162427,0.460227273,0.866515837,0.275568182,0.966063348,0.34375,0.869909502,0.4375,0.866515837,0.255681818,0.955882353
535,0.65535248,0.805293006,0.467362924,0.90926276,0.516971279,0.826086957,0.563968668,0.805293006,0.404699739,0.922495274,0.425770308,0.875995449,0.288515406,0.965870307,0.316526611,0.898748578,0.417366947,0.875995449,0.232492997,0.953356086
536,0.64764268,0.809430255,0.47146402,0.921414538,0.526054591,0.84675835,0.573200993,0.809430255,0.397022333,0.941060904,0.430594901,0.890147225,0.269121813,0.962627407,0.371104816,0.900339751,0.416430595,0.890147225,0.23796034,0.942242356
537,0.644836272,0.852427184,0.465994962,0.92815534,0.571788413,0.877669903,0.574307305,0.852427184,0.390428212,0.953398058,0.43943662,0.879682179,0.245070423,0.960272418,0.366197183,0.886492622,0.422535211,0.879682179,0.242253521,0.956867196
538,0.650124069,0.836935167,0.481389578,0.919449902,0.558312655,0.874263261,0.568238213,0.836935167,0.401985112,0.925343811,0.459701493,0.887902331,0.244776119,0.975582686,0.367164179,0.901220866,0.453731343,0.887902331,0.232835821,0.966703663
539,0.668316832,0.836614173,0.5,0.921259843,0.608910891,0.852362205,0.566831683,0.836614173,0.467821782,0.937007874,0.412868633,0.888760139,0.241286863,0.97566628,0.329758713,0.90382387,0.388739946,0.888760139,0.233243968,0.969872538
540,0.673417722,0.814313346,0.486075949,0.911025145,0.612658228,0.849129594,0.602531646,0.814313346,0.432911392,0.918762089,0.373134328,0.905660377,0.250746269,0.966703663,0.337313433,0.903440622,0.36119403,0.905660377,0.217910448,0.95227525
541,0.692105263,0.864661654,0.497368421,0.95112782,0.613157895,0.87593985,0.607894737,0.864661654,0.434210526,0.953007519,0.404011461,0.877113867,0.23782235,0.963923337,0.335243553,0.892897407,0.389684814,0.877113867,0.223495702,0.959413754
542,0.669154229,0.845098039,0.529850746,0.943137255,0.562189055,0.874509804,0.572139303,0.845098039,0.472636816,0.950980392,0.389189189,0.884526559,0.232432432,0.964203233,0.324324324,0.905311778,0.356756757,0.884526559,0.251351351,0.96073903
543,0.689054726,0.831372549,0.504975124,0.933333333,0.592039801,0.866666667,0.60199005,0.831372549,0.445273632,0.952941176,0.443786982,0.884187082,0.25443787,0.959910913,0.355029586,0.898663697,0.431952663,0.884187082,0.227810651,0.93986637
544,0.686602871,0.844129555,0.507177033,0.949392713,0.564593301,0.868421053,0.588516746,0.844129555,0.447368421,0.947368421,0.478632479,0.901694915,0.282051282,0.974011299,0.373219373,0.923163842,0.464387464,0.901694915,0.264957265,0.968361582
545,0.632275132,0.827715356,0.423280423,0.93071161,0.584656085,0.865168539,0.574074074,0.827715356,0.388888889,0.934456929,0.378947368,0.890186916,0.226315789,0.966121495,0.310526316,0.90771028,0.371052632,0.890186916,0.210526316,0.948598131
546,0.665809769,0.810707457,0.511568123,0.929254302,0.596401028,0.848948375,0.604113111,0.810707457,0.46529563,0.93499044,0.373529412,0.889508929,0.220588235,0.965401786,0.305882353,0.910714286,0.358823529,0.889508929,0.202941176,0.9609375
547,0.675949367,0.852998066,0.524050633,0.930367505,0.597468354,0.872340426,0.574683544,0.852998066,0.460759494,0.941972921,0.418994413,0.871298405,0.259776536,0.972665148,0.351955307,0.895216401,0.405027933,0.871298405,0.237430168,0.962414579
548,0.695767196,0.867041199,0.518518519,0.951310861,0.603174603,0.911985019,0.637566138,0.867041199,0.447089947,0.958801498,0.441595442,0.879096045,0.250712251,0.968361582,0.378917379,0.880225989,0.413105413,0.879096045,0.239316239,0.948022599
549,0.661616162,0.829457364,0.446969697,0.94379845,0.553030303,0.856589147,0.608585859,0.829457364,0.383838384,0.934108527,0.423398329,0.875712657,0.256267409,0.962371722,0.3454039,0.881413911,0.401114206,0.875712657,0.228412256,0.96009122
550,0.680412371,0.84351145,0.448453608,0.944656489,0.572164948,0.885496183,0.600515464,0.84351145,0.430412371,0.946564885,0.472826087,0.899769585,0.288043478,0.980414747,0.383152174,0.908986175,0.456521739,0.899769585,0.239130435,0.980414747
551,0.682539683,0.831460674,0.515873016,0.941947566,0.621693122,0.870786517,0.616402116,0.831460674,0.436507937,0.947565543,0.409883721,0.867713004,0.226744186,0.965246637,0.331395349,0.884529148,0.401162791,0.867713004,0.215116279,0.948430493
552,0.618811881,0.856299213,0.462871287,0.937007874,0.544554455,0.864173228,0.54950495,0.856299213,0.388613861,0.948818898,0.460365854,0.885462555,0.262195122,0.970264317,0.362804878,0.905286344,0.445121951,0.885462555,0.243902439,0.960352423
553,0.658469945,0.846153846,0.486338798,0.934065934,0.56284153,0.871794872,0.546448087,0.846153846,0.43989071,0.924908425,0.437308869,0.895489549,0.281345566,0.97249725,0.342507645,0.908690869,0.415902141,0.895489549,0.25382263,0.96919692
554,0.650793651,0.842696629,0.46031746,0.93258427,0.574074074,0.859550562,0.592592593,0.842696629,0.407407407,0.936329588,0.421203438,0.892897407,0.243553009,0.969560316,0.335243553,0.907553551,0.41260745,0.892897407,0.23495702,0.948139797
555,0.677333333,0.811918063,0.461333333,0.921787709,0.552,0.851024209,0.597333333,0.811918063,0.416,0.942271881,0.422651934,0.875286041,0.26519337,0.962242563,0.339779006,0.885583524,0.408839779,0.875286041,0.232044199,0.961098398
556,0.672727273,0.848197343,0.503896104,0.954459203,0.54025974,0.872865275,0.579220779,0.848197343,0.433766234,0.963946869,0.414168937,0.878020713,0.245231608,0.968929804,0.31880109,0.896432681,0.408719346,0.878020713,0.231607629,0.962025316
557,0.700507614,0.822393822,0.525380711,0.918918919,0.616751269,0.861003861,0.626903553,0.822393822,0.454314721,0.926640927,0.452247191,0.898863636,0.264044944,0.976136364,0.370786517,0.9125,0.438202247,0.898863636,0.258426966,0.9625
558,0.68974359,0.825670498,0.51025641,0.932950192,0.620512821,0.863984674,0.623076923,0.825670498,0.415384615,0.942528736,0.423728814,0.871882086,0.271186441,0.962585034,0.333333333,0.896825397,0.412429379,0.871882086,0.225988701,0.958049887
559,0.659517426,0.857142857,0.479892761,0.940630798,0.568364611,0.875695733,0.603217158,0.857142857,0.410187668,0.940630798,0.408284024,0.888641425,0.25443787,0.966592428,0.322485207,0.905345212,0.384615385,0.888641425,0.227810651,0.964365256
560,0.709497207,0.850180505,0.525139665,0.933212996,0.645251397,0.855595668,0.608938547,0.850180505,0.44972067,0.949458484,0.416886544,0.875145858,0.274406332,0.952158693,0.311345646,0.898483081,0.398416887,0.875145858,0.245382586,0.94865811
561,0.656410256,0.808429119,0.51025641,0.923371648,0.558974359,0.85440613,0.574358974,0.808429119,0.492307692,0.940613027,0.442359249,0.888760139,0.273458445,0.969872538,0.351206434,0.908458864,0.431635389,0.888760139,0.262734584,0.965237543
562,0.661417323,0.858757062,0.503937008,0.93220339,0.569553806,0.871939736,0.585301837,0.858757062,0.406824147,0.93220339,0.441734417,0.897347174,0.254742547,0.976931949,0.363143631,0.912341407,0.425474255,0.897347174,0.241192412,0.967704729
563,0.640506329,0.794970986,0.470886076,0.903288201,0.569620253,0.827852998,0.572151899,0.794970986,0.417721519,0.926499033,0.485714286,0.88261851,0.305714286,0.953724605,0.391428571,0.899548533,0.471428571,0.88261851,0.254285714,0.94469526
564,0.694444444,0.843023256,0.477272727,0.932170543,0.555555556,0.856589147,0.628787879,0.843023256,0.391414141,0.934108527,0.427745665,0.883146067,0.251445087,0.970786517,0.332369942,0.891011236,0.416184971,0.883146067,0.222543353,0.958426966
565,0.666666667,0.834331337,0.515815085,0.934131737,0.566909976,0.856287425,0.583941606,0.834331337,0.413625304,0.9500998,0.439655172,0.876126126,0.238505747,0.961711712,0.376436782,0.89527027,0.416666667,0.876126126,0.227011494,0.947072072
566,0.657289003,0.813819578,0.475703325,0.919385797,0.598465473,0.854126679,0.595907928,0.813819578,0.393861893,0.934740883,0.435045317,0.88839779,0.287009063,0.970165746,0.326283988,0.896132597,0.422960725,0.88839779,0.241691843,0.95801105
567,0.654639175,0.854961832,0.479381443,0.93129771,0.592783505,0.84351145,0.572164948,0.854961832,0.409793814,0.937022901,0.402739726,0.876004592,0.246575342,0.965556831,0.326027397,0.898966705,0.383561644,0.876004592,0.235616438,0.957520092
568,0.656641604,0.822612086,0.45112782,0.912280702,0.563909774,0.863547758,0.571428571,0.822612086,0.395989975,0.945419103,0.431192661,0.875687569,0.262996942,0.97029703,0.376146789,0.886688669,0.412844037,0.875687569,0.266055046,0.96259626
569,0.650385604,0.871892925,0.491002571,0.950286807,0.57840617,0.89292543,0.568123393,0.871892925,0.416452442,0.961759082,0.438395415,0.885005637,0.260744986,0.961668546,0.358166189,0.89740699,0.415472779,0.885005637,0.223495702,0.961668546
570,0.649867374,0.801869159,0.50132626,0.921495327,0.596816976,0.844859813,0.572944297,0.801869159,0.421750663,0.93271028,0.413513514,0.898383372,0.251351351,0.979214781,0.327027027,0.913394919,0.383783784,0.898383372,0.240540541,0.965357968
571,0.651741294,0.833333333,0.455223881,0.931372549,0.582089552,0.876470588,0.567164179,0.833333333,0.400497512,0.945098039,0.432276657,0.886389201,0.279538905,0.971878515,0.357348703,0.894263217,0.397694524,0.886389201,0.244956772,0.960629921
572,0.675742574,0.852362205,0.48019802,0.938976378,0.581683168,0.866141732,0.591584158,0.852362205,0.467821782,0.950787402,0.431266846,0.898265896,0.269541779,0.978034682,0.350404313,0.914450867,0.401617251,0.898265896,0.261455526,0.965317919
573,0.658031088,0.857414449,0.466321244,0.941064639,0.616580311,0.882129278,0.601036269,0.857414449,0.396373057,0.952471483,0.405479452,0.890929966,0.257534247,0.959816303,0.350684932,0.902411022,0.38630137,0.890929966,0.224657534,0.952927669
574,0.639593909,0.808880309,0.439086294,0.932432432,0.560913706,0.861003861,0.57106599,0.808880309,0.395939086,0.944015444,0.480099502,0.870503597,0.303482587,0.976019185,0.393034826,0.887290168,0.462686567,0.870503597,0.273631841,0.967625899
575,0.650793651,0.825842697,0.470899471,0.936329588,0.584656085,0.857677903,0.579365079,0.825842697,0.44973545,0.940074906,0.395543175,0.884834664,0.197771588,0.966932725,0.339832869,0.900798176,0.389972145,0.884834664,0.228412256,0.958950969
576,0.673316708,0.821917808,0.503740648,0.937377691,0.57605985,0.863013699,0.603491272,0.821917808,0.44638404,0.947162427,0.39039039,0.875968992,0.237237237,0.965669989,0.345345345,0.873754153,0.387387387,0.875968992,0.237237237,0.947951274
577,0.646153846,0.846743295,0.494871795,0.950191571,0.569230769,0.869731801,0.566666667,0.846743295,0.425641026,0.942528736,0.445054945,0.892201835,0.25,0.973623853,0.365384615,0.904816514,0.425824176,0.892201835,0.260989011,0.959862385
578,0.646753247,0.821631879,0.464935065,0.927893738,0.52987013,0.857685009,0.568831169,0.821631879,0.4,0.944971537,0.40599455,0.883774453,0.209809264,0.966628308,0.343324251,0.891829689,0.392370572,0.883774453,0.231607629,0.960874568
579,0.685,0.83203125,0.53,0.93359375,0.5875,0.873046875,0.605,0.83203125,0.465,0.939453125,0.44047619,0.878888889,0.255952381,0.973333333,0.330357143,0.892222222,0.419642857,0.878888889,0.255952381,0.968888889
580,0.653645833,0.831439394,0.4609375,0.909090909,0.59375,0.871212121,0.583333333,0.831439394,0.403645833,0.933712121,0.464,0.869918699,0.269333333,0.962833914,0.392,0.887340302,0.456,0.869918699,0.24,0.958188153
581,0.642156863,0.831349206,0.477941176,0.928571429,0.56372549,0.863095238,0.56372549,0.831349206,0.426470588,0.944444444,0.408108108,0.899538106,0.254054054,0.973441109,0.335135135,0.914549654,0.397297297,0.899538106,0.221621622,0.968822171
582,0.639175258,0.832061069,0.458762887,0.929389313,0.56443299,0.864503817,0.572164948,0.832061069,0.402061856,0.942748092,0.418128655,0.900447427,0.260233918,0.972035794,0.31871345,0.909395973,0.391812865,0.900447427,0.242690058,0.965324385
583,0.698412698,0.810861423,0.513227513,0.921348315,0.624338624,0.838951311,0.632275132,0.810861423,0.425925926,0.926966292,0.449315068,0.88978186,0.257534247,0.974741676,0.361643836,0.897818599,0.432876712,0.88978186,0.232876712,0.967853042
584,0.652849741,0.836501901,0.492227979,0.910646388,0.57253886,0.847908745,0.57253886,0.836501901,0.409326425,0.927756654,0.389880952,0.877777778,0.214285714,0.971111111,0.321428571,0.892222222,0.375,0.877777778,0.226190476,0.957777778
585,0.658354115,0.84148728,0.476309227,0.927592955,0.551122195,0.853228963,0.571072319,0.84148728,0.3840399,0.923679061,0.427325581,0.873318386,0.252906977,0.970852018,0.36627907,0.884529148,0.412790698,0.873318386,0.244186047,0.94955157
586,0.66835443,0.837524178,0.453164557,0.922630561,0.539240506,0.878143133,0.589873418,0.837524178,0.415189873,0.934235977,0.398351648,0.866972477,0.263736264,0.961009174,0.313186813,0.870412844,0.379120879,0.866972477,0.21978022,0.950688073
587,0.631067961,0.81,0.453883495,0.928,0.555825243,0.864,0.587378641,0.81,0.366504854,0.946,0.44,0.887133183,0.251428571,0.969525959,0.368571429,0.902934537,0.42,0.887133183,0.24,0.957110609
588,0.716883117,0.833017078,0.52987013,0.94686907,0.633766234,0.867172676,0.644155844,0.833017078,0.475324675,0.950664137,0.470430108,0.881944444,0.287634409,0.96875,0.35483871,0.888888889,0.448924731,0.881944444,0.244623656,0.967592593
589,0.651515152,0.86627907,0.482323232,0.934108527,0.578282828,0.872093023,0.601010101,0.86627907,0.424242424,0.939922481,0.435443038,0.88941736,0.270886076,0.969084423,0.367088608,0.891795482,0.407594937,0.88941736,0.24556962,0.959571938
590,0.719346049,0.811009174,0.51226158,0.92293578,0.634877384,0.836697248,0.662125341,0.811009174,0.463215259,0.930275229,0.411764706,0.868031854,0.229691877,0.95221843,0.305322129,0.886234357,0.406162465,0.868031854,0.212885154,0.951080774
591,0.655696203,0.845261122,0.465822785,0.938104449,0.55443038,0.852998066,0.556962025,0.845261122,0.417721519,0.938104449,0.421917808,0.882893226,0.282191781,0.96326062,0.37260274,0.901262916,0.405479452,0.882893226,0.246575342,0.959816303
592,0.693150685,0.850091408,0.504109589,0.91773309,0.589041096,0.875685558,0.608219178,0.850091408,0.460273973,0.934186472,0.448648649,0.893764434,0.275675676,0.968822171,0.402702703,0.908775982,0.432432432,0.893764434,0.240540541,0.959584296
593,0.68503937,0.830508475,0.50656168,0.947269303,0.62992126,0.860640301,0.608923885,0.830508475,0.448818898,0.958568738,0.470769231,0.8935236,0.298461538,0.974753019,0.415384615,0.915477497,0.449230769,0.8935236,0.295384615,0.962678375
594,0.678132678,0.815841584,0.511056511,0.908910891,0.611793612,0.827722772,0.5995086,0.815841584,0.437346437,0.936633663,0.412429379,0.905895692,0.265536723,0.969387755,0.358757062,0.904761905,0.392655367,0.905895692,0.251412429,0.96031746
595,0.706806283,0.818867925,0.510471204,0.916981132,0.617801047,0.862264151,0.628272251,0.818867925,0.447643979,0.928301887,0.417159763,0.876391982,0.25739645,0.961024499,0.352071006,0.898663697,0.402366864,0.876391982,0.25147929,0.94766147
596,0.680107527,0.811111111,0.494623656,0.924074074,0.615591398,0.851851852,0.61827957,0.811111111,0.427419355,0.944444444,0.387283237,0.873033708,0.25433526,0.953932584,0.317919075,0.886516854,0.375722543,0.873033708,0.219653179,0.951685393
597,0.654545455,0.855787476,0.496103896,0.944971537,0.579220779,0.872865275,0.58961039,0.855787476,0.436363636,0.943074004,0.403846154,0.86353211,0.271978022,0.956422018,0.321428571,0.873853211,0.384615385,0.86353211,0.225274725,0.946100917
598,0.680738786,0.803001876,0.493403694,0.919324578,0.572559367,0.859287054,0.604221636,0.803001876,0.448548813,0.934333959,0.478395062,0.878289474,0.308641975,0.964912281,0.37962963,0.88377193,0.462962963,0.878289474,0.280864198,0.952850877
599,0.68286445,0.83109405,0.506393862,0.919385797,0.598465473,0.836852207,0.611253197,0.83109405,0.447570332,0.932821497,0.432506887,0.875143184,0.272727273,0.972508591,0.360881543,0.884306987,0.404958678,0.875143184,0.242424242,0.964490263
600,0.665809769,0.810707457,0.501285347,0.917782027,0.583547558,0.848948375,0.588688946,0.810707457,0.46529563,0.933078394,0.450666667,0.897793264,0.242666667,0.975609756,0.354666667,0.912891986,0.416,0.897793264,0.234666667,0.955865273
601,0.646778043,0.825557809,0.443914081,0.926977688,0.565632458,0.85801217,0.570405728,0.825557809,0.400954654,0.937119675,0.421917808,0.897818599,0.246575342,0.970149254,0.361643836,0.909299656,0.416438356,0.897818599,0.21369863,0.954075775
602,0.664251208,0.815261044,0.471014493,0.907630522,0.56763285,0.851405622,0.618357488,0.815261044,0.393719807,0.919678715,0.429708223,0.902211874,0.233421751,0.972060536,0.352785146,0.911525029,0.421750663,0.902211874,0.188328912,0.962747381
603,0.630379747,0.837524178,0.460759494,0.918762089,0.597468354,0.87040619,0.582278481,0.837524178,0.432911392,0.934235977,0.433234421,0.860956618,0.272997033,0.965517241,0.353115727,0.880978865,0.40652819,0.860956618,0.24925816,0.955506118
604,0.701492537,0.850980392,0.512437811,0.92745098,0.60199005,0.876470588,0.599502488,0.850980392,0.447761194,0.937254902,0.398255814,0.887892377,0.264534884,0.971973094,0.308139535,0.906950673,0.372093023,0.887892377,0.218023256,0.974215247
605,0.665809769,0.845124283,0.519280206,0.946462715,0.580976864,0.889101338,0.611825193,0.845124283,0.442159383,0.942638623,0.401709402,0.875706215,0.233618234,0.967231638,0.333333333,0.898305085,0.384615385,0.875706215,0.222222222,0.957062147
606,0.682666667,0.808193669,0.474666667,0.912476723,0.602666667,0.847299814,0.602666667,0.808193669,0.434666667,0.932960894,0.372492837,0.886133033,0.229226361,0.962795941,0.312320917,0.900789177,0.366762178,0.886133033,0.189111748,0.958286359
607,0.709090909,0.85199241,0.527272727,0.935483871,0.581818182,0.878557875,0.615584416,0.85199241,0.483116883,0.943074004,0.448377581,0.881828317,0.274336283,0.967670011,0.359882006,0.89632107,0.433628319,0.881828317,0.241887906,0.965440357
608,0.6484375,0.875,0.46875,0.948863636,0.575520833,0.897727273,0.580729167,0.875,0.427083333,0.9375,0.440677966,0.886621315,0.276836158,0.967120181,0.389830508,0.900226757,0.403954802,0.886621315,0.262711864,0.959183673
609,0.678481013,0.839458414,0.496202532,0.936170213,0.592405063,0.866537718,0.615189873,0.839458414,0.420253165,0.936170213,0.402402402,0.874861573,0.237237237,0.975636766,0.372372372,0.890365449,0.393393393,0.874861573,0.225225225,0.966777409
610,0.691542289,0.82745098,0.512437811,0.921568627,0.594527363,0.862745098,0.611940299,0.82745098,0.440298507,0.935294118,0.401055409,0.903150525,0.232189974,0.967327888,0.327176781,0.925320887,0.390501319,0.903150525,0.192612137,0.966161027
611,0.683950617,0.830374753,0.49382716,0.921104536,0.548148148,0.861932939,0.577777778,0.830374753,0.417283951,0.927021696,0.460674157,0.872727273,0.280898876,0.963636364,0.398876404,0.896590909,0.452247191,0.872727273,0.266853933,0.947727273
612,0.655,0.8515625,0.46,0.927734375,0.58,0.873046875,0.6025,0.8515625,0.42,0.9375,0.430167598,0.871298405,0.268156425,0.962414579,0.377094972,0.883826879,0.416201117,0.871298405,0.251396648,0.955580866
613,0.620603015,0.86770428,0.43718593,0.937743191,0.545226131,0.892996109,0.56281407,0.86770428,0.386934673,0.939688716,0.466666667,0.876379691,0.284848485,0.959161148,0.378787879,0.890728477,0.460606061,0.876379691,0.263636364,0.954746137
614,0.682619647,0.867961165,0.498740554,0.937864078,0.576826196,0.889320388,0.607052897,0.867961165,0.435768262,0.94368932,0.418079096,0.876417234,0.259887006,0.9569161,0.336158192,0.886621315,0.378531073,0.876417234,0.262711864,0.948979592
615,0.689839572,0.828996283,0.478609626,0.946096654,0.580213904,0.853159851,0.604278075,0.828996283,0.43315508,0.951672862,0.451895044,0.87793953,0.262390671,0.954087346,0.370262391,0.894736842,0.440233236,0.87793953,0.239067055,0.952967525
616,0.662198391,0.833024119,0.466487936,0.925788497,0.568364611,0.844155844,0.581769437,0.833024119,0.402144772,0.935064935,0.439226519,0.875286041,0.267955801,0.969107551,0.361878453,0.891304348,0.425414365,0.875286041,0.240331492,0.962242563
617,0.662337662,0.850094877,0.490909091,0.939278937,0.568831169,0.861480076,0.579220779,0.850094877,0.425974026,0.939278937,0.395833333,0.882222222,0.276785714,0.965555556,0.37202381,0.911111111,0.37797619,0.882222222,0.226190476,0.956666667
618,0.664974619,0.833976834,0.492385787,0.94015444,0.565989848,0.835907336,0.609137056,0.833976834,0.418781726,0.930501931,0.422459893,0.879350348,0.235294118,0.959396752,0.312834225,0.899071926,0.403743316,0.879350348,0.203208556,0.940835267
619,0.682539683,0.852059925,0.507936508,0.926966292,0.600529101,0.880149813,0.603174603,0.852059925,0.428571429,0.941947566,0.41971831,0.880817253,0.228169014,0.960272418,0.343661972,0.89784336,0.402816901,0.880817253,0.21971831,0.945516459
620,0.693717277,0.845283019,0.518324607,0.930188679,0.612565445,0.862264151,0.602094241,0.845283019,0.45026178,0.943396226,0.414634146,0.868942731,0.222560976,0.959251101,0.344512195,0.897577093,0.405487805,0.868942731,0.192073171,0.962555066
621,0.646153846,0.833333333,0.446153846,0.915708812,0.579487179,0.837164751,0.579487179,0.833333333,0.405128205,0.925287356,0.463068182,0.889140271,0.295454545,0.968325792,0.357954545,0.899321267,0.4375,0.889140271,0.241477273,0.959276018
622,0.660167131,0.811934901,0.47632312,0.911392405,0.584958217,0.846292948,0.587743733,0.811934901,0.412256267,0.934900542,0.428571429,0.879232506,0.242857143,0.969525959,0.328571429,0.89503386,0.405714286,0.879232506,0.245714286,0.963882619
623,0.687338501,0.826666667,0.457364341,0.933333333,0.571059432,0.853333333,0.586563307,0.826666667,0.400516796,0.944761905,0.457534247,0.894374282,0.257534247,0.980482204,0.350684932,0.915040184,0.454794521,0.894374282,0.243835616,0.967853042
624,0.652542373,0.813620072,0.451977401,0.915770609,0.56779661,0.85483871,0.59039548,0.813620072,0.395480226,0.919354839,0.417366947,0.889647327,0.246498599,0.96814562,0.347338936,0.901023891,0.408963585,0.889647327,0.215686275,0.956769056
625,0.660421546,0.841237113,0.456674473,0.919587629,0.566744731,0.868041237,0.580796253,0.841237113,0.386416862,0.936082474,0.431034483,0.865990991,0.25862069,0.962837838,0.344827586,0.885135135,0.41954023,0.865990991,0.224137931,0.953828829
626,0.648199446,0.802177858,0.479224377,0.920145191,0.590027701,0.829401089,0.578947368,0.802177858,0.376731302,0.929219601,0.448087432,0.877011494,0.281420765,0.964367816,0.387978142,0.883908046,0.431693989,0.877011494,0.25136612,0.954022989
627,0.688829787,0.819029851,0.526595745,0.917910448,0.60106383,0.865671642,0.609042553,0.819029851,0.457446809,0.929104478,0.442528736,0.878378378,0.287356322,0.966216216,0.379310345,0.899774775,0.42816092,0.878378378,0.25862069,0.963963964
628,0.717121588,0.829076621,0.481389578,0.917485265,0.610421836,0.844793713,0.64516129,0.829076621,0.41439206,0.919449902,0.426997245,0.87628866,0.280991736,0.966781214,0.374655647,0.89117984,0.41046832,0.87628866,0.245179063,0.95303551
629,0.656976744,0.846830986,0.497093023,0.924295775,0.575581395,0.86971831,0.595930233,0.846830986,0.406976744,0.933098592,0.442136499,0.888765295,0.240356083,0.966629588,0.379821958,0.904338154,0.430267062,0.888765295,0.258160237,0.959955506
630,0.657596372,0.825902335,0.471655329,0.93418259,0.575963719,0.857749469,0.587301587,0.825902335,0.390022676,0.951167728,0.457386364,0.909502262,0.25,0.972850679,0.34375,0.917420814,0.440340909,0.909502262,0.224431818,0.96040724
631,0.685279188,0.818532819,0.527918782,0.907335907,0.606598985,0.847490347,0.606598985,0.818532819,0.479695431,0.932432432,0.365122616,0.879171461,0.231607629,0.968929804,0.316076294,0.911392405,0.348773842,0.879171461,0.223433243,0.956271577
632,0.674418605,0.822857143,0.483204134,0.916190476,0.620155039,0.841904762,0.61498708,0.822857143,0.452196382,0.925714286,0.465909091,0.886877828,0.252840909,0.9739819,0.360795455,0.895927602,0.448863636,0.886877828,0.238636364,0.959276018
633,0.662303665,0.824528302,0.505235602,0.933962264,0.594240838,0.854716981,0.591623037,0.824528302,0.437172775,0.943396226,0.395480226,0.892290249,0.262711864,0.976190476,0.338983051,0.907029478,0.378531073,0.892290249,0.228813559,0.975056689
